🏥 MEDICAL STREAM — Complete A to Z Career Guide (12th Biology → All Paths),,,,,,,,
Covers: Pure Medicine • Dental • Ayush • Nursing • Allied Health • Pharmacy • Paramedical • Research • Zoology/Botany/Life Sciences • Public Health • Vet • Defence,,,,,,,,
🩺 SECTION 1 — PURE MEDICINE | NEET-UG Required,,,,,,,,
M.A Fine Arts / Music / Dance,PG Arts,2 yrs,State / University,Graduation + merit/audition,₹5K–20K,₹20K–70K,₹20K–60K,62%
Diploma in Animation & Multimedia,Animation,1–2 yrs,NID / MAAC / Arena / Merit,50%+ 12th + aptitude,₹10K–50K,₹80K–3L,₹20K–80K,75%
B.Des Animation & VFX,Design,4 yrs,NID DAT / NIFT / CEED,NID merit | 60%+ 12th,₹50K–2L,₹2L–7L,₹30K–1.5L,78%
B.F.A Graphic Design,Design,4 yrs,NID / CEED / State,NID merit | portfolio,₹10K–40K,₹1L–4L,₹25K–1L,72%
M.Des (NID / NIFT),PG Design,2 yrs,CEED / NID GAT,CEED merit | NID GAT merit,₹50K–2L,₹2L–6L,₹50K–2L,80%
"🏨 SECTION 7 — HOSPITALITY, TOURISM & EVENT MANAGEMENT",,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.Sc Hotel Management & Catering Technology,Hospitality,3 yrs,NCHMCT JEE / State HM CET,NCHMCT JEE: 60%ile+ | 60%+ 12th,₹30K–80K,₹1L–4L,₹25K–80K,82%
BA (Hons) Hotel Management,Hospitality,3 yrs,State HM CET / Merit,55–65% in 12th,₹20K–60K,₹80K–2.5L,₹22K–70K,78%
Diploma in Hotel Management,Hospitality,1–2 yrs,State Board / Merit,50%+ in 12th,₹10K–30K,₹40K–1L,₹18K–45K,75%
B.Sc Tourism & Travel Management,Tourism,3 yrs,Merit / CUET / State,55–65%,₹10K–35K,₹50K–1.5L,₹20K–55K,72%
BHM (Bachelor of Hotel Management),Hospitality,4 yrs,NCHMCT JEE / AIMA / State,NCHMCT 50%ile+ / 55%+ 12th,₹20K–60K,₹1L–4L,₹25K–80K,80%
MBA Tourism & Hospitality,PG Hospitality,2 yrs,CAT / MAT / State CET,Graduation 50%+,₹30K–1L,₹1L–4L,₹40K–1.5L,82%
Event Management (BBA/Diploma),Events,3 yrs / 1 yr,Merit / State,50–65%,₹10K–40K,₹50K–2L,₹20K–70K,72%
"🏢 SECTION 8 — BUSINESS, MANAGEMENT & COMMERCE FROM ARTS",,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
BBA (Bachelor of Business Administration),Management,3 yrs,IPMAT / DU JAT / CUET / State,IPMAT (IIM Indore): 98%ile | CUET 85%ile+ | State 60%+,₹10K–50K,₹1L–5L,₹25K–1L,80%
B.Com (Bachelor of Commerce),Commerce,3 yrs,CUET / Merit / State,CUET 90%ile+ (DU) | 55%+ others,₹3K–20K,₹15K–60K,₹18K–55K,72%
B.Com (Hons),Commerce,3 yrs,CUET / Merit,CUET 90%ile+ | 12th 75%+ (DU),₹3K–25K,₹20K–80K,₹20K–60K,75%
BMS (Bachelor of Management Studies),Management,3 yrs,DU BMS Entrance / CUET,CUET 90%ile+ (DU),₹10K–30K,₹80K–3L,₹25K–1L,78%
MBA (after graduation),Management,2 yrs,CAT / XAT / MAT / GMAT,CAT: 99%ile (IIM-A/B/C) | 85%ile+ NIT/IIM new,₹2L–6L (IIM),₹2L–8L,₹60K–5L+,93%
Integrated BBA-MBA (5 yr),Management,5 yrs,IPMAT / CUET / State,IPMAT merit | 60%+,₹20K–80K,₹1L–6L,₹30K–1.5L,78%
CA (Chartered Accountancy),Accounting,3–5 yrs (stages),CA Foundation → Inter → Final,Foundation: 50%+ | Final: 40%+ each group,₹10K–25K (ICAI fees),N/A,₹50K–3L+,90%
🧠 SECTION 9 — PSYCHOLOGY & MENTAL HEALTH,,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.A / B.Sc Psychology,Psychology,3 yrs,Merit / CUET,CUET 85%ile+ | 60%+ 12th,₹3K–20K,₹20K–80K,₹20K–50K,70%
M.Sc Clinical Psychology,Clinical Psych,2 yrs,NIMHANS / AIIMS / State,B.Sc Psych + competitive exam,₹10K–40K,₹60K–2L,₹30K–80K,80%
MA Counselling Psychology,Counselling,2 yrs,State / University,B.A Psych + merit,₹10K–40K,₹50K–1.5L,₹25K–65K,75%
M.Phil Clinical Psychology (RCI licensed),Clinical Psych,2 yrs,NIMHANS / AIIMS,M.Sc Psych + entrance,₹15K–50K,₹60K–2L,₹40K–1.2L,85%
Ph.D Psychology,Research / Clinical,3–5 yrs,UGC NET / NIMHANS,M.Sc + NET,₹5K–20K,₹50K–1.5L,₹50K–1.5L,78%
Diploma / Certificate in Counselling,Counselling,6 months–1 yr,Merit / RCI,Graduation,₹5K–20K,₹20K–60K,₹15K–40K,65%
"🌏 SECTION 10 — CIVIL SERVICES, PUBLIC POLICY & GOVERNANCE",,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
UPSC IAS / IPS / IFS / IRS (Civil Services),Civil Services,1–3 yr prep,UPSC CSE Prelims → Mains → Interview,Any graduation | Prelims cutoff varies,Exam fee only,N/A,₹56K–2.5L (IAS Pay + DA + allowances),100% (if selected)
State PSC (PCS) Services,State Services,1–2 yr prep,State PSC Prelims + Mains + Interview,Graduation + state PSC exam,Exam fee only,N/A,₹35K–1.5L,100% (if selected)
M.A / M.Sc Public Policy (NLSIU / TISS / JNU / ISB),Public Policy,1–2 yrs,Institution Entrance / CUET PG,Graduation + competitive exam,₹30K–1L,₹1L–5L,₹50K–2L+,82%
M.A Political Science / International Relations,Pol Science,2 yrs,JNU CEEB / CUET PG / State,JNU: highly competitive,₹5K–25K,₹30K–1L,₹25K–80K,65%
Diploma in Public Administration,Public Admin,1 yr,Merit / IGNOU,Graduation,₹5K–15K,₹15K–40K,₹20K–55K,70%
B.A LLB + Civil Services Path,Law / IAS,5 + 1–2 yr prep,CLAT + UPSC,CLAT 80+ | UPSC competitive,₹80K–2L,₹1.5L–5L,₹56K–2.5L,90%
🌐 SECTION 11 — LANGUAGES & LINGUISTICS,,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.A Foreign Languages (French / German / Spanish / Chinese / Japanese / Arabic),Languages,3 yrs,JNU / DU / Merit / CUET,JNU competitive | 60%+ 12th,₹5K–25K,₹20K–80K,₹20K–80K,70%
M.A Foreign Languages,PG Languages,2 yrs,JNU / CUET PG / State,Graduation + entrance,₹5K–25K,₹25K–80K,₹25K–1L,72%
B.A (Hons) Linguistics,Linguistics,3 yrs,JNU / CUET,JNU competitive,₹5K–20K,₹20K–60K,₹20K–60K,65%
Diploma / Certificate in Foreign Language (IGNOU/Alliance),Language Cert,6 months–1 yr,Merit,12th,₹3K–15K,₹10K–40K,₹20K–80K,68%
MA Translation & Interpretation,Translation,2 yrs,University / State,Graduation in language,₹5K–20K,₹20K–60K,₹20K–70K,68%
B.A (Hons) Sanskrit / Pali / Prakrit,Classical Lang,3 yrs,BHU / CUET / Merit,60%+,₹3K–15K,₹10K–40K,₹15K–40K,55%
"🧳 SECTION 12 — FASHION, TEXTILE & LIFESTYLE DESIGN",,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.Des Fashion Design (NIFT),Fashion,4 yrs,NIFT Entrance (Creative + Situation Ability),NIFT: top competitive | portfolio essential,₹50K–2L,₹2L–6L,₹25K–1.5L,78%
B.Des Textile Design (NIFT / NID),Textile,4 yrs,NIFT / NID DAT,NIFT: merit + situation ability | NID DAT,₹50K–2L,₹2L–6L,₹22K–1L,72%
B.Des Leather Design (NIFT),Leather,4 yrs,NIFT Entrance,NIFT merit,₹50K–2L,₹2L–6L,₹22K–80K,70%
B.Des Accessory Design (NIFT / NID),Accessories,4 yrs,NIFT / NID DAT,NIFT / NID merit,₹50K–2L,₹2L–6L,₹20K–80K,70%
B.Des Knitwear Design,Textile,4 yrs,NIFT,NIFT merit,₹50K–2L,₹2L–6L,₹20K–80K,68%
M.Des Fashion / Textile (NIFT / NID),PG Design,2 yrs,NIFT PGAT / NID GAT,Graduation in design + entrance,₹50K–2L,₹2L–6L,₹40K–1.5L,78%
"🔍 SECTION 13 — ARCHAEOLOGY, HERITAGE & MUSEUM STUDIES",,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.A Archaeology,Archaeology,3 yrs,CUET / BHU / State,60%+,₹3K–20K,₹20K–60K,₹15K–45K,60%
M.A Archaeology,PG Archaeology,2 yrs,CUET PG / BHU / CUET,Graduation + entrance,₹5K–25K,₹20K–70K,₹20K–55K,65%
PG Diploma in Museology,Museum Studies,1 yr,University / NMI,Graduation,₹5K–20K,₹15K–50K,₹18K–45K,62%
B.A Heritage Conservation,Heritage,3 yrs,Merit / INTACH / State,60%+,₹5K–25K,₹25K–80K,₹18K–50K,60%
Ph.D Archaeology / Ancient History,Research,3–5 yrs,UGC NET,M.A + NET,₹5K–20K,₹30K–80K,₹35K–1.2L (Govt/academia),68%
"📡 SECTION 14 — DIGITAL MEDIA, ADVERTISING & PR",,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.A Advertising & Public Relations,Advertising,3 yrs,Merit / CUET / State,55–70% 12th,₹5K–25K,₹50K–1.5L,₹20K–70K,72%
B.Sc Digital Marketing,Digital Marketing,3 yrs,Merit / CUET,55–70%,₹10K–40K,₹60K–2L,₹20K–70K,75%
PG Diploma in Advertising (MICA / IIMK),PG Advertising,1 yr,MICAT / State,Graduation + MICAT/entrance,₹1L–3L,₹2L–6L,₹40K–2L,85%
MBA Marketing / Advertising,PG Management,2 yrs,CAT / XAT / MAT,Graduation 50%+ + CAT/XAT,₹2L–6L,₹2L–8L,₹50K–3L,88%
Certificate in Content Writing / SEO,Digital,3–6 months,Online / Merit,12th,₹3K–15K,₹10K–40K,₹18K–55K,70%
"🌍 SECTION 15 — ENVIRONMENT, GEOGRAPHY & URBAN PLANNING",,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.A / B.Sc Geography,Geography,3 yrs,CUET / Merit,60%+,₹3K–20K,₹15K–60K,₹15K–45K,62%
B.Sc Environmental Science,Env Science,3 yrs,CUET / Merit,60–70%,₹5K–25K,₹25K–80K,₹18K–50K,65%
B.Plan (Urban & Regional Planning),Planning,4 yrs,JEE Main Paper 3 / State,JEE Main 60%ile+ / 12th 60%+,₹50K–1.5L,₹1L–3L,₹25K–80K,78%
M.Plan (Master of Urban Planning),PG Planning,2 yrs,GATE (AR/PL) / State,B.Plan/B.Arch + GATE,₹20K–60K,₹60K–2L,₹35K–1.2L,80%
M.A / M.Sc Geography,PG Geography,2 yrs,CUET PG / State,Graduation + merit,₹5K–20K,₹20K–60K,₹20K–60K,65%
M.Sc Environmental Science,PG Env Science,2 yrs,IIT JAM / CUET PG,Graduation + entrance,₹5K–30K,₹30K–1L,₹25K–70K,68%
Diploma in GIS & Remote Sensing,GIS,6 months–1 yr,Merit / NRSC,Graduation,₹10K–30K,₹20K–60K,₹20K–60K,72%
